"obs";"F1";"F2"
"2EL ";-0,344059463298694;-0,398896484702187
"1CHA";0,58881601969092;-0,641932634920517
"1FON";0,383715977834776;0,11442482779095
"1VAU";1,0690645702305;0,0478148274084003
"1DAM";-0,393807656291575;-0,113363684391954
"2BOU";-0,454568664462797;0,156439215877263
"1BOI";-0,18745840669939;-0,0777464970710746
"3EL ";-0,118775005344909;-0,275611200931964
"DOM1";-0,0818167655656089;0,314627616432823
"1TUR";0,310107138520231;0,379900354670708
"4EL ";0,0661097456102706;0,265376106528195
"PER1";-0,558316037491841;0,197018685594871
"2DAM";-0,430543773469108;-0,276604395071537
"1POY";-0,667456186407827;0,0407257971563419
"1ING";-0,307201391680262;-0,21126528064573
"1BEN";0,164425162194215;0,078618958371171
"2BEA";-0,0840428541814222;-0,371737063180751
"1ROC";0,211121433888592;0,0628849155991255
"2ING";1,30312439289129;0,0385952227478486
"T1  ";-0,194144631070693;0,557549730817041
"T2  ";-0,274293604896665;0,113180981920974
