"obs";"F1";"F2"
"2EL ";-0,390631995017743;-0,386842811161886
"1CHA";0,513748632247679;-0,662419380301569
"1FON";0,396544160006872;0,100322211209555
"1VAU";1,07039226316581;0,00660799247529806
"1DAM";-0,406255100067646;-0,09831861892883
"2BOU";-0,435960914499469;0,171965170544216
"1BOI";-0,196290056408147;-0,0714015901050691
"3EL ";-0,154046313541702;-0,273789414221656
"DOM1";-0,0444534744015959;0,317493597082005
"1TUR";0,353802166082951;0,369699320589306
"4EL ";0,0985165331352729;0,264629923420864
"PER1";-0,538269498006592;0,212870889311419
"2DAM";-0,458712394527188;-0,258942794609079
"1POY";-0,663267668666222;0,0621816685097262
"1ING";-0,326966796626623;-0,196695459678936
"1BEN";0,172717211013302;0,0742830619000308
"2BEA";-0,122124931048598;-0,364370995691564
"1ROC";0,220233892309252;0,0580800485531285
"2ING";1,30369040762909;-0,0104915430292803
"T1  ";-0,130334243164362;0,564030758281847
"T2  ";-0,26233187961434;0,121107965850471
