"obs";"F1";"F2"
"2EL ";-0,243077346167606;-0,052814640433505
"1CHA";-0,48874730744811;-0,306046836653543
"1FON";-0,557547464368967;-0,440631065967802
"1VAU";-0,540023418018405;0,617165986102021
"1DAM";0,160536929432034;-0,369027235378548
"2BOU";0,234082706076974;-0,459649698172373
"1BOI";0,112614086464941;-0,287228305241477
"3EL ";0,510583119197075;0,112280008157801
"DOM1";-0,0401696650115089;0,00334373450727478
"1TUR";0,00608993320327094;0,295678602761392
"4EL ";0,334583827072193;0,0230033786671928
"PER1";0,26776832895391;0,284548523483563
"2DAM";0,167717791765157;-0,138577975830097
"1POY";0,124395356520509;-0,163319003817157
"1ING";0,3688468853752;-0,452180338085754
"1BEN";-0,25251825922195;-0,239067719472491
"2BEA";0,318800198151527;-0,0178323524163021
"1ROC";-0,100309630464214;-0,166074407867136
"2ING";-1,19421360888029;0,412275876170598
"T1  ";0,551202392486465;0,90531507200212
"T2  ";0,259385144881789;0,438838397484227
