"obs";"F1";"F2"
"2EL ";-0,0287655736899814;-0,101550099254324
"1CHA";0,268764488533659;0,24693371210082
"1FON";0,495912371390737;0,271392160975622
"1VAU";0,642372971624056;0,295470290155493
"1DAM";-0,542972498775658;0,0534170614628367
"2BOU";0,282542102811694;-0,33296272809963
"1BOI";-0,261943101316981;-0,293419882473114
"3EL ";-0,1468604997164;0,271440988065322
"DOM1";0,142064391802043;-0,240264510376571
"1TUR";0,295374956031823;-0,147479779393805
"4EL ";-0,380472822007221;-0,0899055274064581
"PER1";-0,361619691668039;-0,0686673232359237
"2DAM";-0,238995439095274;-0,194379135515825
"1POY";-0,0637461289536163;-0,289747906765146
"1ING";-0,0430214661074839;-0,181508169549028
"1BEN";0,181779101792332;-0,182422702965964
"2BEA";-0,154462332951233;-0,353689203491275
"1ROC";-0,0243681939388758;-0,178438205916232
"2ING";1,05396574563739;0,2747002767522
"T1  ";-0,617937746924305;0,493981332947801
"T2  ";-0,497610634478665;0,747099351983204
