"obs";"F1";"F2"
"2EL ";-0,203810763432387;-0,0437773273728631
"1CHA";-0,441525772573285;-0,414814202653426
"1FON";-0,439693184165047;-0,543679860914133
"1VAU";-0,685244841454416;0,497052432111985
"1DAM";0,251696600256131;-0,312419933668482
"2BOU";0,369455887787067;-0,398667762331378
"1BOI";0,215241666884999;-0,245617212935567
"3EL ";0,469702234077289;0,237801135519771
"DOM1";-0,0424529563656218;-0,00369784108752931
"1TUR";-0,120043328576544;0,292115346613342
"4EL ";0,325066149413829;0,0709101029355372
"PER1";0,222557697739842;0,324809951963729
"2DAM";0,191867811032605;-0,111201330112473
"1POY";0,17642335226936;-0,124423928811781
"1ING";0,483324117995292;-0,377102704759733
"1BEN";-0,191881163872365;-0,289848518077142
"2BEA";0,239320465351567;0,0102775866385292
"1ROC";-0,0910596655689434;-0,220514797108565
"2ING";-1,26696071526527;0,203632026000741
"T1  ";0,340715565428345;0,945574758732656
"T2  ";0,197300843037548;0,503592079316786
