"obs";"F1";"F2"
"2EL ";0,0551294763446981;0,0958043501638569
"1CHA";-0,461562259368378;0,0931694703144351
"1FON";-0,255532767419459;0,128245913092445
"1VAU";-1,19415028965164;0,0312175427883501
"1DAM";0,849386869739121;-0,0298246553353194
"2BOU";0,186717357710921;0,178204259553757
"1BOI";0,33384513077376;0,175547791214751
"3EL ";0,00952016578188946;-0,0975225163947204
"DOM1";-0,163362945056891;0,308533176446167
"1TUR";-0,325178417114068;-0,138811223648855
"4EL ";0,289094991864563;0,0145659390421124
"PER1";0,252456701737719;-0,0470446865146787
"2DAM";0,575498627533175;-0,076453546577273
"1POY";0,175998749889538;0,0434727459452274
"1ING";0,282828789218857;0,15360211096337
"1BEN";-0,0423280955318868;0,172082976166537
"2BEA";0,609464189013307;0,0926435402641544
"1ROC";-0,0936416043381257;-0,149291524239115
"2ING";-1,04420792481843;-0,00855874364980612
"T1  ";0,189716203283734;-0,572051830967158
"T2  ";-0,229692949592403;-0,367531088628236
