"obs";"F1";"F2"
"2EL ";0,123221347242612;-0,468117518361404
"1CHA";-0,168878728721772;-1,03761225953971
"1FON";-0,293122532316856;-0,137897297702944
"1VAU";-0,618916464789262;0,196252638557898
"1DAM";0,592766652581051;0,499266741059023
"2BOU";-0,196577514089873;-0,0817336891135398
"1BOI";0,275821541906013;0,565455530743766
"3EL ";-0,678970030402417;-0,0317887457498659
"DOM1";0,140748276623373;0,0513835831165618
"1TUR";0,216495739887968;-0,36920155886913
"4EL ";0,0662096184678227;0,00791094532586709
"PER1";0,186033575021892;0,0817502611204773
"2DAM";0,306256675486535;-0,121981413154635
"1POY";0,0964441507889466;-0,0893687836466807
"1ING";0,0795270482729967;0,101592274972005
"1BEN";0,346640201382603;0,0509280538077975
"2BEA";0,763671377786555;0,315597826268313
"1ROC";0,277072792733688;-0,230386657991944
"2ING";-0,281706162290389;-0,470932964866235
"T1  ";-0,282233414412404;0,52721870647084
"T2  ";-0,950504151159084;0,641664327553536
