"obs";"F1";"F2"
"2EL ";-0,210800473286354;-0,0276007409139981
"1CHA";-0,453351050978787;-0,411047085512321
"1FON";-0,423425093130623;-0,561834829240726
"1VAU";-0,703760194646443;0,492562977555235
"1DAM";0,262943952518425;-0,307132577311721
"2BOU";0,380058577573468;-0,40067186151634
"1BOI";0,222695145333352;-0,248575385437772
"3EL ";0,453613863272597;0,269066742805606
"DOM1";-0,0307690477304606;-0,0116927629945735
"1TUR";-0,116363989426981;0,299994090359787
"4EL ";0,325767013407724;0,069722624228133
"PER1";0,221891983344931;0,31769600704501
"2DAM";0,187142555045957;-0,104568994105678
"1POY";0,187505561194725;-0,127071890725616
"1ING";0,493363545695184;-0,376658136990931
"1BEN";-0,192020052894856;-0,293711612051195
"2BEA";0,24236484396144;0,0207207340858991
"1ROC";-0,099616967525508;-0,220912411650277
"2ING";-1,26098886518655;0,182562509395074
"T1  ";0,329530721003743;0,930110570612521
"T2  ";0,18421797245501;0,509042032363886
