"obs";"F1";"F2"
"2EL ";0,048646402950315;0,102905899013668
"1CHA";-0,475465748780776;0,0970017066768286
"1FON";-0,268980785327772;0,138506843768046
"1VAU";-1,22029828454104;0,0297464321469835
"1DAM";0,880689675708603;-0,0347574774423457
"2BOU";0,220350987256373;0,168038813387459
"1BOI";0,382613214025585;0,160287205342271
"3EL ";-0,000515391114031217;-0,104924320100894
"DOM1";-0,172372561906979;0,319824664696175
"1TUR";-0,358645829820764;-0,125740587910851
"4EL ";0,309671837557064;0,012687283476363
"PER1";0,26076566852231;-0,04892647610462
"2DAM";0,599049964158343;-0,085163285631104
"1POY";0,188743362493472;0,040020456506973
"1ING";0,294407931068846;0,158239387147068
"1BEN";-0,00897580704502495;0,165069186857842
"2BEA";0,633856206579759;0,0871289455954641
"1ROC";-0,124997652282235;-0,141726246228403
"2ING";-1,09944173827163;0,0161148917442762
"T1  ";0,14558848398255;-0,56565475340759
"T2  ";-0,234689935212966;-0,388678569533608
