"obs";"F1";"F2"
"2EL ";0,037753227671406;0,0961053303911584
"1CHA";-0,480169934680267;0,1023667332937
"1FON";-0,280616433077918;0,127922559669285
"1VAU";-1,21500026614353;0,0517188842499787
"1DAM";0,887167583075154;-0,0465563851565182
"2BOU";0,234964854348548;0,178914508195591
"1BOI";0,405775017660523;0,171657887502661
"3EL ";-0,00114821629785617;-0,0763436075741529
"DOM1";-0,189782713107851;0,31709171004056
"1TUR";-0,372901183694749;-0,145114901175925
"4EL ";0,317333960820901;-0,000577297447121721
"PER1";0,263574460071242;-0,0530925189755461
"2DAM";0,608681721854957;-0,0829468828145783
"1POY";0,193037126653498;0,0422883223941462
"1ING";0,28936707420255;0,145950895589848
"1BEN";0,00898730237316257;0,161996396928009
"2BEA";0,636240369408546;0,0925735830220894
"1ROC";-0,140133026496205;-0,142925649238378
"2ING";-1,12236608878996;-0,0147435323184041
"T1  ";0,132675328115049;-0,579346613459648
"T2  ";-0,213440163967196;-0,346939423116754
