"obs";"F1";"F2"
"2EL ";-0,292960963700835;-0,414273341328837
"1CHA";0,654593340194984;-0,622055180787048
"1FON";0,366492459107605;0,128458046273424
"1VAU";1,05691406599155;0,0810164832626859
"1DAM";-0,377845716202474;-0,126548257149921
"2BOU";-0,46546615542599;0,138872490590025
"1BOI";-0,175357323154157;-0,0857963025670053
"3EL ";-0,0797821011185846;-0,28706722828337
"DOM1";-0,117205956807113;0,313203116338317
"1TUR";0,26037601798385;0,395004306850502
"4EL ";0,0309031784519629;0,272770521507211
"PER1";-0,564997872597219;0,168200199365918
"2DAM";-0,398409743102301;-0,288526513656697
"1POY";-0,658571914199567;0,011037050896097
"1ING";-0,287092673739832;-0,215425742033637
"1BEN";0,150090996418891;0,0879936480358321
"2BEA";-0,0498523812411832;-0,366712249851923
"1ROC";0,195119848045791;0,0770061051734941
"2ING";1,28800949955097;0,0815583011147959
"T1  ";-0,255159765709429;0,551850875867897
"T2  ";-0,279796838746929;0,0994336703822374
