"obs";"F1";"F2"
"2EL ";0,0230805007739333;0,0905761928972163
"1CHA";-0,474847115021369;0,0828283474064088
"1FON";-0,286760067238773;0,119141044333974
"1VAU";-1,17082979100516;0,0149253794951526
"1DAM";0,851621483858741;-0,0128086048853567
"2BOU";0,184229242965143;0,18581503905303
"1BOI";0,344373172580812;0,190023249620223
"3EL ";0,0156379503808504;-0,10247926009933
"DOM1";-0,231936980974141;0,294274165934374
"1TUR";-0,323071626050806;-0,146632190661546
"4EL ";0,298224439356126;0,0251791504688366
"PER1";0,259866919636926;-0,0410434256764686
"2DAM";0,591973570096489;-0,0633189008779861
"1POY";0,174381530534856;0,0474773361221211
"1ING";0,250609748365957;0,155324826278933
"1BEN";-0,0311015712744767;0,181511353808986
"2BEA";0,589342562815786;0,0999817397123556
"1ROC";-0,0994401076628759;-0,158107261367418
"2ING";-1,05952074558257;-0,0293923510688437
"T1  ";0,240697894627938;-0,570364131827492
"T2  ";-0,146531011183374;-0,362911698667169
