"obs";"F1";"F2"
"2EL ";-0,378137684438386;-0,391164778705622
"1CHA";0,535052838865849;-0,657208106219953
"1FON";0,393618398396759;0,104243643559111
"1VAU";1,0722417914194;0,0159872754285799
"1DAM";-0,403646354614462;-0,102059377559945
"2BOU";-0,441410590591425;0,167258747921241
"1BOI";-0,193948166963535;-0,0736004666443842
"3EL ";-0,143802143963005;-0,276819105995219
"DOM1";-0,0548101555437922;0,317209227514848
"1TUR";0,34176239172556;0,373873780225741
"4EL ";0,0891607743067287;0,26660169900144
"PER1";-0,543250281762084;0,205375845426522
"2DAM";-0,452029454218433;-0,262478741242834
"1POY";-0,664461442860796;0,0542609719140202
"1ING";-0,322872567737496;-0,198197096048994
"1BEN";0,169994187056541;0,0767277002908393
"2BEA";-0,112928953321476;-0,363467518894847
"1ROC";0,217111441629611;0,061734791641147
"2ING";1,30590686802057;0,00152323962127542
"T1  ";-0,148152256727004;0,562666004152645
"T2  ";-0,265398638679122;0,117532264614388
