"obs";"F1";"F2"
"2EL ";-0,0153396848179338;-0,106037279583826
"1CHA";0,242196556542396;0,237255981180677
"1FON";0,465569724070799;0,283495801833917
"1VAU";0,607726658035064;0,326412226410569
"1DAM";-0,557688890497914;0,057292830407811
"2BOU";0,322369760640742;-0,292710585222669
"1BOI";-0,228449481272937;-0,288874468113837
"3EL ";-0,171898707062943;0,200807873248319
"DOM1";0,176065059910694;-0,247586177334249
"1TUR";0,31338652050825;-0,118367336819044
"4EL ";-0,36696389762027;-0,131736005760259
"PER1";-0,357973120106638;-0,0663515220924827
"2DAM";-0,214927584922673;-0,207801386162602
"1POY";-0,0292172755508781;-0,278499263496853
"1ING";-0,0223422382310686;-0,169019958299824
"1BEN";0,204952913002994;-0,166322330610584
"2BEA";-0,108836391164678;-0,366833143266051
"1ROC";-0,0027655294702717;-0,172354073094572
"2ING";1,01795343767525;0,362424783816943
"T1  ";-0,681640036903773;0,446096516127737
"T2  ";-0,592177792764205;0,698707516830883
