"obs";"F1";"F2";"F3"
"2EL ";-0,0503137479754994;0,39059947680601;-0,133744958969303
"1CHA";0,281992586931854;0,162146168066571;0,0996415701477502
"1FON";-0,0792909245599174;0,115527775676491;0,00756903224422428
"1VAU";1,44458162705182;-0,0289449514322844;0,185009354923254
"1DAM";-0,588842606632516;-0,101116835365296;0,124614519865957
"2BOU";-0,333341624821878;-0,150758737626173;-0,0433080409424011
"1BOI";-0,495895701423193;0,0370346325948776;0,248705065233399
"3EL ";-0,0994055005856673;-0,0232817360111995;0,171870983957246
"DOM1";-0,223371939007901;0,122164415745324;0,0768857222549729
"1TUR";0,242937361303014;0,0727503862645425;-0,314857711533583
"4EL ";-0,190626770934361;-0,181793969350476;-0,10176152206045
"PER1";-0,287726050317277;-0,00904089665082174;0,0785810093009677
"2DAM";-0,826857642970889;0,218458982704619;-0,0772640963966252
"1POY";-0,704411269437698;-0,111560701280878;0,149617441035266
"1ING";-0,213830480658435;-0,00807246669641733;-0,0601620922471375
"1BEN";-0,377801668113191;0,104855720303734;0,0229313796469503
"2BEA";-0,198494211994812;0,028733685118381;-0,170354104867875
"1ROC";-0,0100811732243338;0,0554034727194313;-0,219132466387408
"2ING";1,32734201632981;0,695086387048164;-0,0114295969957869
"T1  ";0,838416557122729;-0,396421738962012;0,100236125638151
"T2  ";0,545021163918347;-0,99176906967259;-0,133647613847565
