"obs";"F1";"F2"
"2EL ";-0,0363376788363702;-0,103002921851728
"1CHA";0,292005046614404;0,219836582729578
"1FON";0,515789277501301;0,238005560045338
"1VAU";0,659630399085616;0,261133605821617
"1DAM";-0,538913603693159;0,104863018544129
"2BOU";0,244105902066155;-0,33683223765352
"1BOI";-0,287920372065445;-0,270699733367298
"3EL ";-0,106434653284272;0,243436737579025
"DOM1";0,123184447631937;-0,260358768753637
"1TUR";0,275482972521878;-0,157285083631579
"4EL ";-0,377727671456935;-0,0833032558602511
"PER1";-0,3677639119706;-0,0358042861727312
"2DAM";-0,25217305072698;-0,183801558467437
"1POY";-0,0911899276431229;-0,280440752457052
"1ING";-0,0615284713361513;-0,171989497614567
"1BEN";0,162140866096603;-0,190680655478187
"2BEA";-0,181393801402976;-0,352354655340301
"1ROC";-0,0410767944332562;-0,174562119529596
"2ING";1,05537103262503;0,239056965042809
"T1  ";-0,563621724077119;0,524855025669208
"T2  ";-0,421628283216532;0,769928030746184
