"obs";"F1";"F2"
"2EL ";0,0357579933023857;0,0942502575881121
"1CHA";-0,479277983685173;0,0828396485883336
"1FON";-0,283232011553845;0,138695079693134
"1VAU";-1,20896107742156;0,0129754005125225
"1DAM";0,882102378590673;-0,0137195688370717
"2BOU";0,229966176099881;0,161657941506565
"1BOI";0,399099512997128;0,164291448901517
"3EL ";0,00719914363183039;-0,154735521103601
"DOM1";-0,194350765346488;0,288875193468539
"1TUR";-0,370306851882263;-0,102806045884788
"4EL ";0,31216945908544;0,0442916458405525
"PER1";0,262697162306477;-0,0387068458945665
"2DAM";0,607822024304046;-0,0794240900424175
"1POY";0,191271179949517;0,0385066664132071
"1ING";0,283252900655311;0,163429973130146
"1BEN";0,00127357809695833;0,192736250196092
"2BEA";0,633141772711221;0,069115615110234
"1ROC";-0,133976648008318;-0,156180226401412
"2ING";-1,12191096578595;0,0517469457698029
"T1  ";0,145255262741114;-0,542253698776624
"T2  ";-0,198992240788382;-0,415586069778275
